No.,Chromosome ,start,end,DMR length (bp),No. CpGs in DMR,strand,pval,qval,Methylation difference (tumor/normal)* ,Genomic locus,Methylated in:
787,chr10,50818086,50818263,178,18,*,3.41507893954969E-06,8.18549877302153E-05,0.700598105354194,promoter.SLC18A3/1to5kb.CHAT/intron.CHAT,cADN and SSL specific markers
788,chr5,180017496,180017912,417,29,*,3.41507893954969E-06,8.18549877302153E-05,0.562972412687895,CDS.SCGB3A1/exon.SCGB3A1/intron.SCGB3A1,cADN and SSL specific markers
789,chr11,49229765,49230168,404,39,*,3.41507893954969E-06,8.18549877302153E-05,0.529282079490497,CDS.FOLH1/5UTR.FOLH1/exon.FOLH1/intron.FOLH1,cADN and SSL specific markers
790,chr7,28449363,28449614,252,34,*,3.41507893954969E-06,8.18549877302153E-05,0.633922111311235,1to5kb.CREB5/CDS.NA/5UTR.NA/exon.NA/intron.CREB5,cADN and SSL specific markers
791,chr6,84563349,84564055,707,48,*,3.41507893954969E-06,8.18549877302153E-05,0.516745313807851,CDS.RIPPLY2/exon.RIPPLY2/intron.RIPPLY2,cADN and SSL specific markers
792,chr16,68676424,68676893,470,46,*,3.41507893954969E-06,8.18549877302153E-05,0.541446219266995,1to5kb.CDH3,cADN and SSL specific markers
793,chr2,131185234,131185700,467,37,*,3.41507893954969E-06,8.18549877302153E-05,0.514466790927839,exon.FAR2P2/intron.FAR2P2,cADN and SSL specific markers
794,chr3,132757677,132758014,338,24,*,3.41507893954969E-06,8.18549877302153E-05,0.586736441908022,intron.TMEM108,cADN and SSL specific markers
795,chr11,134281282,134281495,214,14,*,3.41507893954969E-06,8.18549877302153E-05,0.507650612708065,promoter.LOC283177/intron.B3GAT1,cADN and SSL specific markers
796,chr2,120281662,120282124,463,61,*,3.41507893954969E-06,8.18549877302153E-05,0.533668095401866,promoter.SCTR/CDS.SCTR/5UTR.SCTR/exon.SCTR/intron.SCTR,cADN and SSL specific markers
797,chr2,29033780,29034093,314,40,*,3.41507893954969E-06,8.18549877302153E-05,0.502403687188345,1to5kb.SPDYA/5UTR.SPDYA/exon.SPDYA/intron.SPDYA,cADN and SSL specific markers
798,chr10,22625231,22625988,758,67,*,3.41507893954969E-06,8.18549877302153E-05,0.517676528356586,intergenic.NA,cADN and SSL specific markers
799,chr2,193060210,193060427,218,13,*,3.41507893954969E-06,8.18549877302153E-05,0.668971369157499,promoter.TMEFF2,cADN and SSL specific markers
800,chr6,71666060,71666404,345,29,*,3.41507893954969E-06,8.18549877302153E-05,0.582712632339195,CDS.B3GAT2/5UTR.B3GAT2/exon.B3GAT2,cADN and SSL specific markers
801,chr5,170737149,170737465,317,34,*,3.41507893954969E-06,8.18549877302153E-05,0.561168816545054,1to5kb.NA/CDS.TLX3/exon.TLX3/intron.TLX3,cADN and SSL specific markers
802,chr4,176986745,176987503,759,56,*,3.41507893954969E-06,8.18549877302153E-05,0.578756665611876,promoter.WDR17/5UTR.WDR17/exon.WDR17/intron.WDR17,cADN and SSL specific markers
803,chr2,5837294,5837543,250,19,*,3.41507893954969E-06,8.18549877302153E-05,0.549532511668867,exon.SOX11/3UTR.SOX11,cADN and SSL specific markers
804,chr3,181413720,181414316,597,40,*,3.41507893954969E-06,8.18549877302153E-05,0.52940812627294,intron.SOX2-OT,cADN and SSL specific markers
805,chr7,155302675,155303045,371,32,*,3.41507893954969E-06,8.18549877302153E-05,0.514677138746998,intron.CNPY1,cADN and SSL specific markers
806,chr20,39316515,39316788,274,20,*,3.41507893954969E-06,8.18549877302153E-05,0.581218515914789,CDS.MAFB/exon.MAFB/3UTR.MAFB,cADN and SSL specific markers
807,chr16,89268619,89268977,359,30,*,3.41507893954969E-06,8.18549877302153E-05,0.601101506596248,1to5kb.SLC22A31,cADN and SSL specific markers
808,chr8,31497453,31497577,125,22,*,3.41507893954969E-06,8.18549877302153E-05,0.683540753858969,CDS.NRG1/5UTR.NRG1/exon.NRG1/intron.NRG1,cADN and SSL specific markers
809,chr8,16884124,16884654,531,50,*,3.41507893954969E-06,8.18549877302153E-05,0.569389443596521,promoter.MICU3,cADN and SSL specific markers
810,chr4,144621270,144621504,235,23,*,3.41507893954969E-06,8.18549877302153E-05,0.562250716196473,CDS.FREM3/exon.FREM3,cADN and SSL specific markers
811,chr1,35351276,35351925,650,58,*,3.41507893954969E-06,8.18549877302153E-05,0.533689571628521,CDS.DLGAP3/exon.DLGAP3/intron.DLGAP3,cADN and SSL specific markers
812,chr7,121940157,121941106,950,58,*,3.41507893954969E-06,8.18549877302153E-05,0.617812662035424,1to5kb.FEZF1-AS1,cADN and SSL specific markers
813,chr14,75078199,75078639,441,47,*,3.41507893954969E-06,8.18549877302153E-05,0.580604892732012,CDS.LTBP2/exon.LTBP2,cADN and SSL specific markers
814,chr8,11205533,11205754,222,13,*,3.41507893954969E-06,8.18549877302153E-05,0.693252283543368,promoter.NA/intron.TDH,cADN and SSL specific markers
815,chr6,72596051,72596301,251,22,*,3.41507893954969E-06,8.18549877302153E-05,0.659990810089105,promoter.RIMS1,cADN and SSL specific markers
816,chr7,49814327,49814896,570,44,*,3.41507893954969E-06,8.18549877302153E-05,0.660664292554188,intron.VWC2,cADN and SSL specific markers
817,chr15,48938170,48938576,407,38,*,3.41507893954969E-06,8.18549877302153E-05,0.563975908158563,promoter.FBN1,cADN and SSL specific markers
818,chr5,15500650,15501000,351,35,*,3.41507893954969E-06,8.18549877302153E-05,0.598726469009703,CDS.FBXL7/5UTR.FBXL7/exon.FBXL7/intron.FBXL7,cADN and SSL specific markers
819,chr11,120435417,120435670,254,28,*,3.41507893954969E-06,8.18549877302153E-05,0.505278495043941,5UTR.GRIK4/exon.GRIK4/intron.GRIK4,cADN and SSL specific markers
820,chr15,30515134,30515267,134,23,*,3.41507893954969E-06,8.18549877302153E-05,0.599297902734331,intron.LINC02249,cADN and SSL specific markers
821,chr1,38510074,38510251,178,18,*,3.41507893954969E-06,8.18549877302153E-05,0.538036827098016,exon.POU3F1/3UTR.POU3F1,cADN and SSL specific markers
822,chr2,220299574,220300039,466,53,*,3.41507893954969E-06,8.18549877302153E-05,0.558097361422227,promoter.SPEG/1to5kb.SPEG/CDS.SPEG/exon.SPEG,cADN and SSL specific markers
823,chr10,124907294,124907766,473,53,*,3.41507893954969E-06,8.18549877302153E-05,0.514508602554183,promoter.HMX2/5UTR.HMX2/exon.HMX2,cADN and SSL specific markers
824,chr11,24518665,24518978,314,17,*,3.41507893954969E-06,8.18549877302153E-05,0.557921468273674,CDS.LUZP2/5UTR.LUZP2/exon.LUZP2/intron.LUZP2,cADN and SSL specific markers
825,chr16,71460120,71460451,332,24,*,3.41507893954969E-06,8.18549877302153E-05,0.549531832369048,promoter.NA/exon.NA,cADN and SSL specific markers
826,chr19,30016397,30016539,143,17,*,3.41507893954969E-06,8.18549877302153E-05,0.697096571130422,promoter.VSTM2B/1to5kb.VSTM2B/exon.LOC284395,cADN and SSL specific markers
827,chr10,101089851,101090115,265,28,*,3.41507893954969E-06,8.18549877302153E-05,0.551957601436586,CDS.CNNM1/exon.CNNM1,cADN and SSL specific markers
828,chr7,103629309,103629674,366,33,*,6.83015787909938E-06,9.92966623309574E-05,0.500205506497547,CDS.RELN/exon.RELN/intron.RELN,cADN and SSL specific markers
829,chr11,91957932,91958099,168,21,*,3.41507893954969E-06,8.18549877302153E-05,0.685089030978617,intergenic.NA,cADN and SSL specific markers
830,chr20,39311964,39312493,530,47,*,3.41507893954969E-06,8.18549877302153E-05,0.522690962881123,intergenic.NA,cADN and SSL specific markers
831,chr14,74707828,74707980,153,13,*,3.41507893954969E-06,8.18549877302153E-05,0.774965121098307,CDS.VSX2/exon.VSX2/intron.VSX2,cADN and SSL specific markers
832,chr10,57390972,57391234,263,33,*,3.41507893954969E-06,8.18549877302153E-05,0.676862571931217,1to5kb.PCDH15,cADN and SSL specific markers
833,chr19,58038621,58039035,415,45,*,3.41507893954969E-06,8.18549877302153E-05,0.587895841624631,promoter.ZNF549/CDS.ZNF549/5UTR.ZNF549/exon.ZNF549/intron.ZNF549,cADN and SSL specific markers
834,chr3,192231968,192232196,229,19,*,3.41507893954969E-06,8.18549877302153E-05,0.620879820885615,intron.FGF12,cADN and SSL specific markers
835,chr19,52900882,52901388,507,39,*,3.41507893954969E-06,8.18549877302153E-05,0.577858436384878,promoter.ZNF528/promoter.NA/5UTR.ZNF528/exon.ZNF528/exon.NA/intron.ZNF528,cADN and SSL specific markers
836,chr5,1883141,1883634,494,50,*,3.41507893954969E-06,8.18549877302153E-05,0.564967660279914,promoter.IRX4/intron.IRX4,cADN and SSL specific markers
837,chr10,124909309,124909905,597,52,*,3.41507893954969E-06,8.18549877302153E-05,0.566167661963621,1to5kb.BUB3/CDS.HMX2/exon.HMX2/3UTR.HMX2,cADN and SSL specific markers
838,chr8,494156,494538,383,49,*,3.41507893954969E-06,8.18549877302153E-05,0.500843766037872,intron.TDRP,cADN and SSL specific markers
839,chr2,66803197,66803422,226,19,*,3.41507893954969E-06,8.18549877302153E-05,0.574087630566722,intergenic.NA,cADN and SSL specific markers
840,chr13,113764513,113764626,114,17,*,3.41507893954969E-06,8.18549877302153E-05,0.718835729915927,intron.F7,cADN and SSL specific markers
841,chr1,44873186,44873296,111,20,*,3.41507893954969E-06,8.18549877302153E-05,0.690784061912355,intron.RNF220,cADN and SSL specific markers
842,chr8,143532569,143532887,319,24,*,3.41507893954969E-06,8.18549877302153E-05,0.732995719382089,intergenic.NA,cADN and SSL specific markers
843,chr5,172754335,172754560,226,18,*,3.41507893954969E-06,8.18549877302153E-05,0.52417337506409,5UTR.STC2/exon.STC2/intron.STC2,cADN and SSL specific markers
844,chr3,117716071,117716360,290,29,*,3.41507893954969E-06,8.18549877302153E-05,0.517091560176714,intergenic.NA,cADN and SSL specific markers
845,chr20,61340214,61340694,481,65,*,3.41507893954969E-06,8.18549877302153E-05,0.510822989377276,CDS.NTSR1/5UTR.NTSR1/exon.NTSR1,cADN and SSL specific markers
846,chr11,133938946,133939326,381,41,*,3.41507893954969E-06,8.18549877302153E-05,0.657790297971754,CDS.JAM3/5UTR.JAM3/exon.JAM3/intron.JAM3,cADN and SSL specific markers
847,chr2,131792581,131792891,311,49,*,3.41507893954969E-06,8.18549877302153E-05,0.507060207288942,1to5kb.ARHGEF4/intron.ARHGEF4,cADN and SSL specific markers
848,chr6,85473669,85473876,208,30,*,3.41507893954969E-06,8.18549877302153E-05,0.554421591369502,promoter.TBX18/CDS.TBX18/exon.TBX18,cADN and SSL specific markers
849,chr10,134001011,134001324,314,33,*,3.41507893954969E-06,8.18549877302153E-05,0.523071522176485,intron.DPYSL4,cADN and SSL specific markers
850,chr4,154709633,154709967,335,24,*,3.41507893954969E-06,8.18549877302153E-05,0.617737384411395,CDS.SFRP2/exon.SFRP2,cADN and SSL specific markers
851,chr5,7395201,7395501,301,23,*,3.41507893954969E-06,8.18549877302153E-05,0.508229506484604,promoter.ADCY2/1to5kb.ADCY2,cADN and SSL specific markers
852,chr14,57278014,57278351,338,25,*,3.41507893954969E-06,8.18549877302153E-05,0.523741671964091,promoter.OTX2-AS1/promoter.OTX2/1to5kb.OTX2-AS1/1to5kb.OTX2,cADN and SSL specific markers
853,chr5,82768814,82769212,399,30,*,3.41507893954969E-06,8.18549877302153E-05,0.543714545145734,intron.VCAN,cADN and SSL specific markers
854,chr11,128564756,128564853,98,14,*,3.41507893954969E-06,8.18549877302153E-05,0.821599804632507,intron.FLI1/intron.SENCR,cADN and SSL specific markers
855,chr11,44341276,44341756,481,43,*,3.41507893954969E-06,8.18549877302153E-05,0.502320433655589,intergenic.NA,cADN and SSL specific markers
856,chr1,228194841,228195141,301,31,*,3.41507893954969E-06,8.18549877302153E-05,0.64550586170708,CDS.WNT3A/exon.WNT3A/intron.WNT3A,cADN and SSL specific markers
857,chr1,37500334,37500708,375,43,*,3.41507893954969E-06,8.18549877302153E-05,0.552191789482556,promoter.GRIK3,cADN and SSL specific markers
858,chr16,78079656,78080193,538,41,*,3.41507893954969E-06,8.18549877302153E-05,0.525021286760138,intergenic.NA,cADN and SSL specific markers
859,chr14,76843532,76843758,227,27,*,3.41507893954969E-06,8.18549877302153E-05,0.569950690008704,intron.ESRRB,cADN and SSL specific markers
860,chr8,91803983,91804358,376,32,*,3.41507893954969E-06,8.18549877302153E-05,0.5834230743145,promoter.TMEM64/CDS.NECAB1/5UTR.NECAB1/exon.NECAB1/intron.NECAB1,cADN and SSL specific markers
861,chr2,105459667,105459882,216,28,*,3.41507893954969E-06,8.18549877302153E-05,0.658763683498849,intron.PANTR1,cADN and SSL specific markers
862,chr8,145105790,145105928,139,13,*,3.41507893954969E-06,8.18549877302153E-05,0.820467462651667,intergenic.NA,cADN and SSL specific markers
863,chr10,7453329,7453624,296,21,*,3.41507893954969E-06,8.18549877302153E-05,0.726029977937983,promoter.SFMBT2/1to5kb.SFMBT2/5UTR.SFMBT2/exon.SFMBT2,cADN and SSL specific markers
864,chr17,7554607,7555114,508,55,*,3.41507893954969E-06,8.18549877302153E-05,0.629986406835326,CDS.ATP1B2/5UTR.ATP1B2/exon.ATP1B2/intron.ATP1B2,cADN and SSL specific markers
865,chr6,159589779,159590307,529,41,*,3.41507893954969E-06,8.18549877302153E-05,0.672587301334061,promoter.FNDC1,cADN and SSL specific markers
866,chr10,102507653,102508000,348,33,*,3.41507893954969E-06,8.18549877302153E-05,0.544271408622068,promoter.PAX2/intron.PAX2,cADN and SSL specific markers
867,chr8,35092621,35092878,258,30,*,3.41507893954969E-06,8.18549877302153E-05,0.736385316565679,promoter.UNC5D,cADN and SSL specific markers
868,chr19,48947506,48947720,215,16,*,3.41507893954969E-06,8.18549877302153E-05,0.546596837872315,1to5kb.GRWD1/exon.GRIN2D/3UTR.GRIN2D,cADN and SSL specific markers
869,chr19,58125811,58126146,336,25,*,3.41507893954969E-06,8.18549877302153E-05,0.612877043031403,promoter.ZNF134/5UTR.ZNF134/exon.ZNF134/intron.ZNF134,cADN and SSL specific markers
870,chr1,57887964,57888205,242,30,*,3.41507893954969E-06,8.18549877302153E-05,0.553422956885306,intron.DAB1,cADN and SSL specific markers
871,chr2,5836624,5836828,205,24,*,3.41507893954969E-06,8.18549877302153E-05,0.643295597594729,exon.SOX11/3UTR.SOX11,cADN and SSL specific markers
872,chr9,101470715,101470957,243,25,*,3.41507893954969E-06,8.18549877302153E-05,0.676341469173624,CDS.GABBR2/exon.GABBR2,cADN and SSL specific markers
873,chr18,907576,907708,133,13,*,3.41507893954969E-06,8.18549877302153E-05,0.667642025897481,CDS.ADCYAP1/exon.ADCYAP1/intron.ADCYAP1,cADN and SSL specific markers
874,chr2,74726438,74726642,205,24,*,3.41507893954969E-06,8.18549877302153E-05,0.522557614768941,1to5kb.LBX2-AS1/CDS.LBX2/exon.LBX2/intron.LBX2,cADN and SSL specific markers
875,chr4,184826184,184826881,698,58,*,3.41507893954969E-06,8.18549877302153E-05,0.575411930495484,promoter.STOX2/5UTR.STOX2/exon.STOX2,cADN and SSL specific markers
876,chr12,117799280,117799447,168,23,*,3.41507893954969E-06,8.18549877302153E-05,0.520824811465906,5UTR.NOS1/exon.NOS1/intron.NOS1,cADN and SSL specific markers
877,chr3,142683130,142683267,138,13,*,3.41507893954969E-06,8.18549877302153E-05,0.589392088626303,promoter.PAQR9/1to5kb.NA/1to5kb.PAQR9,cADN and SSL specific markers
878,chr9,79634674,79634965,292,31,*,3.41507893954969E-06,8.18549877302153E-05,0.538428031012607,CDS.FOXB2/exon.FOXB2,cADN and SSL specific markers
879,chr4,174459138,174459528,391,33,*,3.41507893954969E-06,8.18549877302153E-05,0.523078537770499,exon.HAND2-AS1/intron.HAND2-AS1,cADN and SSL specific markers
880,chr1,2979805,2980720,916,96,*,3.41507893954969E-06,8.18549877302153E-05,0.507360390673912,promoter.PRDM16-DT/CDS.PRDM16-DT/exon.PRDM16-DT/3UTR.PRDM16-DT,cADN and SSL specific markers
881,chr5,172670771,172671184,414,31,*,3.41507893954969E-06,8.18549877302153E-05,0.547163631447931,intergenic.NA,cADN and SSL specific markers
882,chr16,1922344,1922425,82,11,*,3.41507893954969E-06,8.18549877302153E-05,0.61663863915243,promoter.MEIOB/intron.MEIOB/intron.NA,cADN and SSL specific markers
883,chr10,26223915,26224083,169,19,*,3.41507893954969E-06,8.18549877302153E-05,0.603599118287917,promoter.MYO3A/intron.MYO3A,cADN and SSL specific markers
884,chr1,53067796,53068308,513,58,*,3.41507893954969E-06,8.18549877302153E-05,0.601562743670212,promoter.GPX7/CDS.GPX7/5UTR.GPX7/exon.GPX7/intron.GPX7,cADN and SSL specific markers
885,chr16,77823129,77823358,230,12,*,3.41507893954969E-06,8.18549877302153E-05,0.656394817367683,intron.VAT1L,cADN and SSL specific markers
886,chr4,21950667,21950931,265,23,*,3.41507893954969E-06,8.18549877302153E-05,0.610481931927721,promoter.KCNIP4,cADN and SSL specific markers
887,chr11,94502246,94502897,652,46,*,3.41507893954969E-06,8.18549877302153E-05,0.522703944052419,intron.AMOTL1,cADN and SSL specific markers
888,chr10,102495075,102495447,373,48,*,3.41507893954969E-06,8.18549877302153E-05,0.522471096994878,intergenic.NA,cADN and SSL specific markers
889,chr11,112832910,112833140,231,19,*,3.41507893954969E-06,8.18549877302153E-05,0.747006170227435,intron.NCAM1/intron.NA,cADN and SSL specific markers
890,chr6,6002472,6002944,473,46,*,3.41507893954969E-06,8.18549877302153E-05,0.566325653203111,CDS.NRN1/exon.NRN1/intron.NRN1,cADN and SSL specific markers
891,chr10,131765330,131765463,134,12,*,3.41507893954969E-06,8.18549877302153E-05,0.557549630602834,1to5kb.EBF3,cADN and SSL specific markers
892,chr17,35300607,35300874,268,28,*,3.41507893954969E-06,8.18549877302153E-05,0.501337731635653,exon.LHX1/3UTR.LHX1,cADN and SSL specific markers
893,chr1,91172204,91173269,1066,78,*,3.41507893954969E-06,8.18549877302153E-05,0.537165044196156,intergenic.NA,cADN and SSL specific markers
894,chr2,115419692,115420164,473,45,*,3.41507893954969E-06,8.18549877302153E-05,0.529199051580686,intron.DPP10,cADN and SSL specific markers
895,chr7,155580081,155580353,273,35,*,3.41507893954969E-06,8.18549877302153E-05,0.529553457017362,intergenic.NA,cADN and SSL specific markers
896,chr7,145813847,145814233,387,30,*,3.41507893954969E-06,8.18549877302153E-05,0.540708037921198,CDS.CNTNAP2/5UTR.CNTNAP2/exon.CNTNAP2/intron.CNTNAP2,cADN and SSL specific markers
897,chr13,113764123,113764313,191,20,*,3.41507893954969E-06,8.18549877302153E-05,0.562874053288908,intron.F7,cADN and SSL specific markers
898,chr19,57862959,57863235,277,22,*,3.41507893954969E-06,8.18549877302153E-05,0.557071199168667,CDS.ZNF304/5UTR.ZNF304/exon.ZNF304/intron.ZNF304,cADN and SSL specific markers
899,chr3,24870544,24871093,550,52,*,3.41507893954969E-06,8.18549877302153E-05,0.639258179563506,intergenic.NA,cADN and SSL specific markers
900,chr20,59828478,59828648,171,23,*,3.41507893954969E-06,8.18549877302153E-05,0.863578726905668,intron.CDH4,cADN and SSL specific markers
901,chr9,77112773,77113118,346,28,*,3.41507893954969E-06,8.18549877302153E-05,0.672474992695612,CDS.RORB/5UTR.RORB/exon.RORB/intron.RORB,cADN and SSL specific markers
902,chr20,24450968,24451184,217,15,*,3.41507893954969E-06,8.18549877302153E-05,0.652477962368286,intron.SYNDIG1,cADN and SSL specific markers
903,chr4,66536066,66536772,707,52,*,3.41507893954969E-06,8.18549877302153E-05,0.596122285310869,promoter.EPHA5/1to5kb.EPHA5/exon.EPHA5-AS1/intron.EPHA5-AS1,cADN and SSL specific markers
904,chr12,122016699,122016850,152,17,*,3.41507893954969E-06,8.18549877302153E-05,0.709442744490783,CDS.KDM2B/5UTR.KDM2B/exon.KDM2B/intron.KDM2B,cADN and SSL specific markers
905,chr7,23508582,23508856,275,27,*,3.41507893954969E-06,8.18549877302153E-05,0.562108480127236,intron.IGF2BP3,cADN and SSL specific markers
906,chr10,1778428,1779126,699,41,*,3.41507893954969E-06,8.18549877302153E-05,0.532454244344362,intron.ADARB2,cADN and SSL specific markers
907,chr11,123229012,123229250,239,22,*,3.41507893954969E-06,8.18549877302153E-05,0.724015841160448,intergenic.NA,cADN and SSL specific markers
908,chr19,30866139,30866402,264,38,*,3.41507893954969E-06,8.18549877302153E-05,0.54703868115084,intron.ZNF536,cADN and SSL specific markers
909,chr9,3180869,3181147,279,31,*,3.41507893954969E-06,8.18549877302153E-05,0.536627609431317,intergenic.NA,cADN and SSL specific markers
910,chr5,32711332,32711594,263,19,*,3.41507893954969E-06,8.18549877302153E-05,0.677875612328048,promoter.NPR3/5UTR.NPR3/exon.NPR3/intron.NPR3,cADN and SSL specific markers
911,chr18,56932653,56932993,341,28,*,3.41507893954969E-06,8.18549877302153E-05,0.547628377212875,intergenic.NA,cADN and SSL specific markers
912,chr10,101088811,101089261,451,35,*,3.41507893954969E-06,8.18549877302153E-05,0.500560447321744,promoter.CNNM1/CDS.CNNM1/5UTR.CNNM1/exon.CNNM1,cADN and SSL specific markers
913,chr9,971411,971878,468,41,*,3.41507893954969E-06,8.18549877302153E-05,0.603504586768475,intergenic.NA,cADN and SSL specific markers
914,chr14,61109087,61109663,577,44,*,3.41507893954969E-06,8.18549877302153E-05,0.57728097730596,intergenic.NA,cADN and SSL specific markers
915,chr3,35681505,35681705,201,19,*,3.41507893954969E-06,8.18549877302153E-05,0.550033739914773,promoter.ARPP21/1to5kb.ARPP21/5UTR.ARPP21/exon.ARPP21,cADN and SSL specific markers
916,chr15,68119197,68119756,560,60,*,3.41507893954969E-06,8.18549877302153E-05,0.531024117572759,CDS.SKOR1/exon.SKOR1/intron.SKOR1,cADN and SSL specific markers
917,chr10,23462540,23462707,168,19,*,3.41507893954969E-06,8.18549877302153E-05,0.595210579219944,intergenic.NA,cADN and SSL specific markers
918,chr9,13278512,13278706,195,14,*,3.41507893954969E-06,8.18549877302153E-05,0.539437295408037,intron.MPDZ,cADN and SSL specific markers
919,chr17,56234394,56234951,558,48,*,3.41507893954969E-06,8.18549877302153E-05,0.53267571237835,exon.MSX2P1,cADN and SSL specific markers
920,chr8,53478361,53478838,478,38,*,3.41507893954969E-06,8.18549877302153E-05,0.552958729528345,promoter.ALKAL1,cADN and SSL specific markers
921,chr17,47573533,47574004,472,56,*,3.41507893954969E-06,8.18549877302153E-05,0.514534783176248,intron.NGFR,cADN and SSL specific markers
922,chr5,1444743,1444935,193,25,*,3.41507893954969E-06,8.18549877302153E-05,0.534344106558883,intron.SLC6A3,cADN and SSL specific markers
923,chr2,45231152,45231293,142,14,*,3.41507893954969E-06,8.18549877302153E-05,0.617448328989619,intergenic.NA,cADN and SSL specific markers
924,chr3,128210761,128211211,451,38,*,3.41507893954969E-06,8.18549877302153E-05,0.540749168482956,1to5kb.GATA2/intron.GATA2,cADN and SSL specific markers
925,chr4,1399835,1400318,484,64,*,3.41507893954969E-06,8.18549877302153E-05,0.501299011427404,NKX-1,cADN and SSL specific markers
926,chr11,69589954,69590187,234,33,*,6.83015787909938E-06,9.92966623309574E-05,0.566022871429859,promoter.FGF4/5UTR.FGF4/exon.FGF4,cADN and SSL specific markers
927,chr18,56936563,56936882,320,32,*,6.83015787909938E-06,9.92966623309574E-05,0.596930088365589,CDS.RAX/exon.RAX/intron.RAX/3UTR.RAX,cADN and SSL specific markers
928,chr4,107957265,107957452,188,20,*,6.83015787909938E-06,9.92966623309574E-05,0.552600997573855,5UTR.DKK2/exon.DKK2/intron.DKK2,cADN and SSL specific markers
929,chr5,138729829,138730032,204,26,*,6.83015787909938E-06,9.92966623309574E-05,0.600196455538327,1to5kb.MZB1/CDS.PROB1/exon.PROB1,cADN and SSL specific markers
930,chr10,7451770,7451964,195,10,*,6.83015787909938E-06,9.92966623309574E-05,0.654192573673698,promoter.SFMBT2/intron.SFMBT2,cADN and SSL specific markers
931,chr3,28617191,28617430,240,15,*,6.83015787909938E-06,9.92966623309574E-05,0.589188107607268,promoter.NA/intron.LINC00693,cADN and SSL specific markers
932,chr14,88792813,88793311,499,33,*,6.83015787909938E-06,9.92966623309574E-05,0.500093713459571,promoter.KCNK10/1to5kb.KCNK10/5UTR.KCNK10/exon.KCNK10,cADN and SSL specific markers
933,chr17,33701213,33701656,444,32,*,6.83015787909938E-06,9.92966623309574E-05,0.516786880769411,promoter.SLFN11,cADN and SSL specific markers
934,chr2,66653208,66653452,245,20,*,6.83015787909938E-06,9.92966623309574E-05,0.686909951528867,exon.MEIS1-AS3,cADN and SSL specific markers
935,chr8,54789917,54790022,106,13,*,6.83015787909938E-06,9.92966623309574E-05,0.714376595761347,1to5kb.RGS20/intron.RGS20,cADN and SSL specific markers
936,chr14,90527982,90528543,562,64,*,,,,KCNK13,cADN and SSL specific markers
937,chr18,9707636,9708453,818,84,*,,,,RAB31,cADN and SSL specific markers
938,chr10,98945000,98945967,968,92,*,,,,SLIT1,cADN and SSL specific markers
939,chr9,134151576,134152315,740,82,*,,,,FAM78A,cADN and SSL specific markers
940,chr3,120169394,120169912,519,61,*,,,,FSTL1,cADN and SSL specific markers
941,chr11,17757303,17758009,707,89,*,,,,KCNC1,cADN and SSL specific markers
942,chr17,12568456,12569497,1042,83,*,,,,MYOCD,cADN and SSL specific markers
943,chr17,28562097,28562947,851,70,*,,,,SLC6A4,cADN and SSL specific markers
944,chr4,81951857,81952858,1002,99,*,,,,BMP3,cADN and SSL specific markers
945,chr10,17270930,17271639,710,72,*,,,,VIM CpG island 196 in IGV,cADN and SSL specific markers
946,chr8,41166460,41167130,671,95,*,,,,SFRP1 promoter CpG island,cADN and SSL specific markers
947,chr7,93519365,93520198,834,70,*,,,,TFPI2 promoter CpG island 70 in IGV,cADN and SSL specific markers
948,chr1,91852821,91853080,260,15,*,,,,intron.HFM1,Control regions
949,chr1,121484411,121485440,1030,18,*,,,,intergenic.NA (centromeric),Control regions
950,chr10,42384191,42385600,1410,69,*,,,,intergenic.NA (centromeric),Control regions
951,chr10,42387091,42388510,1420,64,*,,,,intergenic.NA (centromeric),Control regions
952,chr10,42391291,42391900,610,32,*,,,,intergenic.NA (centromeric),Control regions
953,chr10,42395831,42396200,370,15,*,,,,intergenic.NA (centromeric),Control regions
954,chr10,42396381,42396910,530,22,*,,,,intergenic.NA (centromeric),Control regions
955,chr10,42596791,42597270,480,24,*,,,,intergenic.NA (centromeric),Control regions
956,chr10,42599491,42600280,790,40,*,,,,intergenic.NA (centromeric),Control regions
957,chr16,46390821,46393730,2910,121,*,,,,intergenic.NA (centromeric),Control regions
958,chr16,46393871,46395470,1600,71,*,,,,intergenic.NA (centromeric),Control regions
959,chr16,46403391,46404790,1400,59,*,,,,intergenic.NA (centromeric),Control regions
960,chr16,46404851,46405940,1090,49,*,,,,intergenic.NA (centromeric),Control regions
961,chr16,46406181,46407190,1010,50,*,,,,intergenic.NA (centromeric),Control regions
962,chr16,46423651,46425050,1400,57,*,,,,intergenic.NA (centromeric),Control regions
963,chr16,46432411,46432900,490,18,*,,,,intergenic.NA (centromeric),Control regions
964,chr17,21904661,21904920,260,12,*,,,,intergenic.NA (centromeric),Control regions
965,chr17,21906081,21906640,560,52,*,,,,intergenic.NA (centromeric),Control regions
966,chr17,41382061,41382430,370,21,*,,,,LINC00854,Control regions
967,chr17,41400201,41401020,820,37,*,,,,LINC00854,Control regions
968,chr19,37772141,37772460,320,25,*,,,,intergenic.NA,Control regions
969,chr6,58776341,58777190,850,18,*,,,,intergenic.NA,Control regions
970,chr7,56438071,56440820,2750,168,*,,,,intergenic.NA (centromeric),Control regions
971,chr7,56441081,56441620,540,32,*,,,,intergenic.NA (centromeric),Control regions
972,chr8,144940321,144940750,430,49,*,,,,EPPK1,Control regions
973,chr1,16084749,16084843,95,10,*,,,,FBLIM1,cADN markers
